Code,Description1,Description2,Type,Unknown1,Unknown2,Unknown3,Unknown4
L0467001003,"Tlso, sagittal control, rigid posterior frame and flexible soft anterior apron",Tlso r fram soft pre ots    38      A,,,C,D1F,P      0201401012014
L0467002004,"with straps, closures and padding, restricts gross trunk motion in sagittal",,,,,,
L0467003004,"plane, produces intracavitary pressure to reduce load on intervertebral disks,",,,,,,
L0467004004,"prefabricated, off-the-shelf",,,,,,
L0468001003,"Tlso, sagittal-coronal control, rigid posterior frame and flexible soft",Tlso rig fram pelvic pre cst38      A,,,C,D1F,P      0200301012014
L0468002004,"anterior apron with straps, closures and padding, extends from sacrococcygeal",,,,,,
L0468003004,"junction over scapulae, lateral strength provided by pelvic, thoracic, and",,,,,,
L0468004004,"lateral frame pieces, restricts gross trunk motion in sagittal, and coronal",,,,,,
L0468005004,"planes, produces intracavitary pressure to reduce load on intervertebral disks,",,,,,,
L0468006004,"prefabricated item that has been trimmed, bent, molded, assembled, or otherwise",,,,,,
L0468007004,customized to fit a specific patient by an individual with expertise,,,,,,
L0469001003,"Tlso, sagittal-coronal control, rigid posterior frame and flexible soft",Tlso rig fram pelvic pre ots38      A,,,C,D1F,P      0201401012014
L0469002004,"anterior apron with straps, closures and padding, extends from sacrococcygeal",,,,,,
L0469003004,"junction over scapulae, lateral strength provided by pelvic, thoracic, and",,,,,,
L0469004004,"lateral frame pieces, restricts gross trunk motion in sagittal and coronal",,,,,,
L0469005004,"planes, produces intracavitary pressure to reduce load on intervertebral disks,",,,,,,
L0469006004,"prefabricated, off-the-shelf",,,,,,
L0470001003,"Tlso, triplanar control, rigid posterior frame and flexible soft anterior apron",Tlso rigid frame pre subclav38      A,,,C,D1F,P      0200301012003
L0470002004,"with straps, closures and padding, extends from sacrococcygeal junction to",,,,,,
L0470003004,"scapula, lateral strength provided by pelvic, thoracic, and lateral frame",,,,,,
L0470004004,"pieces, rotational strength provided by subclavicular extensions, restricts",,,,,,
L0470005004,"gross trunk motion in sagittal, coronal, and transverse planes, provides",,,,,,
L0470006004,"intracavitary pressure to reduce load on the intervertebral disks, includes",,,,,,
L0470007004,"fitting and shaping the frame, prefabricated, includes fitting and adjustment",,,,,,
L0472001003,"Tlso, triplanar control, hyperextension, rigid anterior and lateral frame",Tlso rigid frame hyperex pre38      A,,,C,D1F,P      0200301012003
L0472002004,extends from symphysis pubis to sternal notch with two anterior components (one,,,,,,
L0472003004,"pubic and one sternal), posterior and lateral pads with straps and closures,",,,,,,
L0472004004,"limits spinal flexion, restricts gross trunk motion in sagittal, coronal, and",,,,,,
L0472005004,"transverse planes, includes fitting and shaping the frame, prefabricated,",,,,,,
L0472006004,includes fitting and adjustment,,,,,,
L0480001003,"Tlso, triplanar control, one piece rigid plastic shell without interface liner,",Tlso rigid plastic custom fa38      A,,,C,D1F,P      0200301012004
L0480002004,"with multiple straps and closures, posterior extends from sacrococcygeal",,,,,,
L0480003004,"junction and terminates just inferior to scapular spine, anterior extends from",,,,,,
L0480004004,"symphysis pubis to sternal notch, anterior or posterior opening, restricts",,,,,,
L0480005004,"gross trunk motion in sagittal, coronal, and transverse planes, includes a",,,,,,
L0480006004,"carved plaster or cad-cam model, custom fabricated",,,,,,
L0482001003,"Tlso, triplanar control, one piece rigid plastic shell with interface liner,",Tlso rigid lined custom fab 38      A,,,C,D1F,P      0200301012003
L0482002004,"multiple straps and closures, posterior extends from sacrococcygeal junction",,,,,,
L0482003004,"and terminates just inferior to scapular spine, anterior extends from symphysis",,,,,,
L0482004004,"pubis to sternal notch, anterior or posterior opening, restricts gross trunk",,,,,,
L0482005004,"motion in sagittal, coronal, and transverse planes, includes a carved plaster",,,,,,
L0482006004,"or cad-cam model, custom fabricated",,,,,,
L0484001003,"Tlso, triplanar control, two piece rigid plastic shell without interface liner,",Tlso rigid plastic cust fab 38      A,,,C,D1F,P      0200301012003
L0484002004,"with multiple straps and closures, posterior extends from sacrococcygeal",,,,,,
L0484003004,"junction and terminates just inferior to scapular spine, anterior extends from",,,,,,
L0484004004,"symphysis pubis to sternal notch, lateral strength is enhanced by overlapping",,,,,,
L0484005004,"plastic, restricts gross trunk motion in the sagittal, coronal, and transverse",,,,,,
L0484006004,"planes, includes a carved plaster or cad-cam model, custom fabricated",,,,,,
L0486001003,"Tlso, triplanar control, two piece rigid plastic shell with interface liner,",Tlso rigidlined cust fab two38      A,,,C,D1F,P      0200301012003
L0486002004,"multiple straps and closures, posterior extends from sacrococcygeal junction",,,,,,
L0486003004,"and terminates just inferior to scapular spine, anterior extends from symphysis",,,,,,
L0486004004,"pubis to sternal notch, lateral strength is enhanced by overlapping plastic,",,,,,,
L0486005004,"restricts gross trunk motion in the sagittal, coronal, and transverse planes,",,,,,,
L0486006004,"includes a carved plaster or cad-cam model, custom fabricated",,,,,,
L0488001003,"Tlso, triplanar control, one piece rigid plastic shell with interface liner,",Tlso rigid lined pre one pie38      A,,,C,D1F,P      0200301012003
L0488002004,"multiple straps and closures, posterior extends from sacrococcygeal junction",,,,,,
L0488003004,"and terminates just inferior to scapular spine, anterior extends from symphysis",,,,,,
L0488004004,"pubis to sternal notch, anterior or posterior opening, restricts gross trunk",,,,,,
L0488005004,"motion in sagittal, coronal, and transverse planes, prefabricated, includes",,,,,,
L0488006004,fitting and adjustment,,,,,,
L0490001003,"Tlso, sagittal-coronal control, one piece rigid plastic shell, with overlapping",Tlso rigid plastic pre one  38      A,,,C,D1F,P      0200301012003
L0490002004,"reinforced anterior, with multiple straps and closures, posterior extends from",,,,,,
L0490003004,"sacrococcygeal junction and terminates at or before the t-9 vertebra, anterior",,,,,,
L0490004004,"extends from symphysis pubis to xiphoid, anterior opening, restricts gross",,,,,,
L0490005004,"trunk motion in sagittal and coronal planes, prefabricated, includes fitting",,,,,,
L0490006004,and adjustment,,,,,,
L0491001003,"Tlso, sagittal-coronal control, modular segmented spinal system, two rigid",Tlso 2 piece rigid shell    38      A,,,C,D1F,P      0200601012006
L0491002004,"plastic shells, posterior extends from the sacrococcygeal junction and",,,,,,
L0491003004,"terminates just inferior to the scapular spine, anterior extends from the",,,,,,
L0491004004,"symphysis pubis to the xiphoid, soft liner, restricts gross trunk motion in the",,,,,,
L0491005004,"sagittal and coronal planes, lateral strength is provided by overlapping",,,,,,
L0491006004,"plastic and stabilizing closures, includes straps and closures, prefabricated,",,,,,,
L0491007004,includes fitting and adjustment,,,,,,
L0492001003,"Tlso, sagittal-coronal control, modular segmented spinal system, three rigid",Tlso 3 piece rigid shell    38      A,,,C,D1F,P      0200601012006
L0492002004,"plastic shells, posterior extends from the sacrococcygeal junction and",,,,,,
L0492003004,"terminates just inferior to the scapular spine, anterior extends from the",,,,,,
L0492004004,"symphysis pubis to the xiphoid, soft liner, restricts gross trunk motion in the",,,,,,
L0492005004,"sagittal and coronal planes, lateral strength is provided by overlapping",,,,,,
L0492006004,"plastic and stabilizing closures, includes straps and closures, prefabricated,",,,,,,
L0492007004,includes fitting and adjustment,,,,,,
L0621001003,"Sacroiliac orthosis, flexible, provides pelvic-sacral support, reduces motion",Sio flex pelvic/sacr pre ots38      A,,,C,D1F,P      0200601012014
L0621002004,"about the sacroiliac joint, includes straps, closures, may include pendulous",,,,,,
L0621003004,"abdomen design, prefabricated, off-the-shelf",,,,,,
L0622001003,"Sacroiliac orthosis, flexible, provides pelvic-sacral support, reduces motion",Sio flex pelvisacral custom 38      A,,,C,D1F,P      0200601012006
L0622002004,"about the sacroiliac joint, includes straps, closures, may include pendulous",,,,,,
L0622003004,"abdomen design, custom fabricated",,,,,,
L0623001003,"Sacroiliac orthosis, provides pelvic-sacral support, with rigid or semi-rigid",Sio rig pnl pelv/sac pre ots38      A,,,C,D1F,P      0200601012014
L0623002004,"panels over the sacrum and abdomen, reduces motion about the sacroiliac joint,",,,,,,
L0623003004,"includes straps, closures, may include pendulous abdomen design, prefabricated,",,,,,,
L0623004004,off-the-shelf,,,,,,
L0624001003,"Sacroiliac orthosis, provides pelvic-sacral support, with rigid or semi-rigid",Sio panel custom            38      A,,,C,D1F,P      0200601012006
L0624002004,"panels placed over the sacrum and abdomen, reduces motion about the sacroiliac",,,,,,
L0624003004,"joint, includes straps, closures, may include pendulous abdomen design, custom",,,,,,
L0624004004,fabricated,,,,,,
L0625001003,"Lumbar orthosis, flexible, provides lumbar support, posterior extends from l-1",Lo flex l1-below l5 pre ots 38      A,,,C,D1F,P      0200601012014
L0625002004,"to below l-5 vertebra, produces intracavitary pressure to reduce load on the",,,,,,
L0625003004,"intervertebral discs, includes straps, closures, may include pendulous abdomen",,,,,,
L0625004004,"design, shoulder straps, stays, prefabricated, off-the-shelf",,,,,,
L0626001003,"Lumbar orthosis, sagittal control, with rigid posterior panel(s), posterior",Lo sag rig pnl stays pre cst38      A,,,C,D1F,P      0200601012014
L0626002004,"extends from l-1 to below l-5 vertebra, produces intracavitary pressure to",,,,,,
L0626003004,"reduce load on the intervertebral discs, includes straps, closures, may include",,,,,,
L0626004004,"padding, stays, shoulder straps, pendulous abdomen design, prefabricated item",,,,,,
L0626005004,"that has been trimmed, bent, molded, assembled, or otherwise customized to fit",,,,,,
L0626006004,a specific patient by an individual with expertise,,,,,,
L0627001003,"Lumbar orthosis, sagittal control, with rigid anterior and posterior panels,",Lo sag ri an/pos pnl pre cst38      A,,,C,D1F,P      0200601012014
L0627002004,"posterior extends from l-1 to below l-5 vertebra, produces intracavitary",,,,,,
L0627003004,"pressure to reduce load on the intervertebral discs, includes straps, closures,",,,,,,
L0627004004,"may include padding, shoulder straps, pendulous abdomen design, prefabricated",,,,,,
L0627005004,"item that has been trimmed, bent, molded, assembled, or otherwise customized to",,,,,,
L0627006004,fit a specific patient by an individual with expertise,,,,,,
L0628001003,"Lumbar-sacral orthosis, flexible, provides lumbo-sacral support, posterior",Lso flex no ri stays pre ots38      A,,,C,D1F,P      0200601012014
L0628002004,"extends from sacrococcygeal junction to t-9 vertebra, produces intracavitary",,,,,,
L0628003004,"pressure to reduce load on the intervertebral discs, includes straps, closures,",,,,,,
L0628004004,"may include stays, shoulder straps, pendulous abdomen design, prefabricated,",,,,,,
L0628005004,off-the-shelf,,,,,,
L0629001003,"Lumbar-sacral orthosis, flexible, provides lumbo-sacral support, posterior",Lso flex w/rigid stays cust 38      A,,,C,D1F,P      0200601012006
L0629002004,"extends from sacrococcygeal junction to t-9 vertebra, produces intracavitary",,,,,,
L0629003004,"pressure to reduce load on the intervertebral discs, includes straps, closures,",,,,,,
L0629004004,"may include stays, shoulder straps, pendulous abdomen design, custom fabricated",,,,,,
L0630001003,"Lumbar-sacral orthosis, sagittal control, with rigid posterior panel(s),",Lso r post pnl sj-t9 pre cst38      A,,,C,D1F,P      0200601012014
L0630002004,"posterior extends from sacrococcygeal junction to t-9 vertebra, produces",,,,,,
L0630003004,"intracavitary pressure to reduce load on the intervertebral discs, includes",,,,,,
L0630004004,"straps, closures, may include padding, stays, shoulder straps, pendulous",,,,,,
L0630005004,"abdomen design, prefabricated item that has been trimmed, bent, molded,",,,,,,
L0630006004,"assembled, or otherwise customized to fit a specific patient by an individual",,,,,,
L0630007004,with expertise,,,,,,
L0631001003,"Lumbar-sacral orthosis, sagittal control, with rigid anterior and posterior",Lso sag r an/pos pnl pre cst38      A,,,C,D1F,P      0200601012014
L0631002004,"panels, posterior extends from sacrococcygeal junction to t-9 vertebra,",,,,,,
L0631003004,"produces intracavitary pressure to reduce load on the intervertebral discs,",,,,,,
L0631004004,"includes straps, closures, may include padding, shoulder straps, pendulous",,,,,,
L0631005004,"abdomen design, prefabricated item that has been trimmed, bent, molded,",,,,,,
L0631006004,"assembled, or otherwise customized to fit a specific patient by an individual",,,,,,
L0631007004,with expertise,,,,,,
L0632001003,"Lumbar-sacral orthosis, sagittal control, with rigid anterior and posterior",Lso sag rigid frame cust    38      A,,,C,D1F,P      0200601012006
L0632002004,"panels, posterior extends from sacrococcygeal junction to t-9 vertebra,",,,,,,
L0632003004,"produces intracavitary pressure to reduce load on the intervertebral discs,",,,,,,
L0632004004,"includes straps, closures, may include padding, shoulder straps, pendulous",,,,,,
L0632005004,"abdomen design, custom fabricated",,,,,,
L0633001003,"Lumbar-sacral orthosis, sagittal-coronal control, with rigid posterior",Lso sc r pos/lat pnl pre cst38      A,,,C,D1F,P      0200601012014
L0633002004,"frame/panel(s), posterior extends from sacrococcygeal junction to t-9 vertebra,",,,,,,
L0633003004,"lateral strength provided by rigid lateral frame/panels, produces intracavitary",,,,,,
L0633004004,"pressure to reduce load on intervertebral discs, includes straps, closures, may",,,,,,
L0633005004,"include padding, stays, shoulder straps, pendulous abdomen design,",,,,,,
L0633006004,"prefabricated item that has been trimmed, bent, molded, assembled, or otherwise",,,,,,
L0633007004,customized to fit a specific patient by an individual with expertise,,,,,,
L0634001003,"Lumbar-sacral orthosis, sagittal-coronal control, with rigid posterior",Lso flexion control custom  38      A,,,C,D1F,P      0200601012006
L0634002004,"frame/panel(s), posterior extends from sacrococcygeal junction to t-9 vertebra,",,,,,,
L0634003004,"lateral strength provided by rigid lateral frame/panel(s), produces",,,,,,
L0634004004,"intracavitary pressure to reduce load on intervertebral discs, includes straps,",,,,,,
L0634005004,"closures, may include padding, stays, shoulder straps, pendulous abdomen",,,,,,
L0634006004,"design, custom fabricated",,,,,,
L0635001003,"Lumbar-sacral orthosis, sagittal-coronal control, lumbar flexion, rigid",Lso sagit rigid panel prefab38      A,,,C,D1F,P      0200601012006
L0635002004,"posterior frame/panel(s), lateral articulating design to flex the lumbar spine,",,,,,,
L0635003004,"posterior extends from sacrococcygeal junction to t-9 vertebra, lateral",,,,,,
L0635004004,"strength provided by rigid lateral frame/panel(s), produces intracavitary",,,,,,
L0635005004,"pressure to reduce load on intervertebral discs, includes straps, closures, may",,,,,,
L0635006004,"include padding, anterior panel, pendulous abdomen design, prefabricated,",,,,,,
L0635007004,includes fitting and adjustment,,,,,,
L0636001003,"Lumbar sacral orthosis, sagittal-coronal control, lumbar flexion, rigid",Lso sagittal rigid panel cus38      A,,,C,D1F,P      0200601012006
L0636002004,"posterior frame/panels, lateral articulating design to flex the lumbar spine,",,,,,,
L0636003004,"posterior extends from sacrococcygeal junction to t-9 vertebra, lateral",,,,,,
L0636004004,"strength provided by rigid lateral frame/panels, produces intracavitary",,,,,,
L0636005004,"pressure to reduce load on intervertebral discs, includes straps, closures, may",,,,,,
L0636006004,"include padding, anterior panel, pendulous abdomen design, custom fabricated",,,,,,
L0637001003,"Lumbar-sacral orthosis, sagittal-coronal control, with rigid anterior and",Lso sc r ant/pos pnl pre cst38      A,,,C,D1F,P      0200601012014
L0637002004,"posterior frame/panels, posterior extends from sacrococcygeal junction to t-9",,,,,,
L0637003004,"vertebra, lateral strength provided by rigid lateral frame/panels, produces",,,,,,
L0637004004,"intracavitary pressure to reduce load on intervertebral discs, includes straps,",,,,,,
L0637005004,"closures, may include padding, shoulder straps, pendulous abdomen design,",,,,,,
L0637006004,"prefabricated item that has been trimmed, bent, molded, assembled, or otherwise",,,,,,
L0637007004,customized to fit a specific patient by an individual with expertise,,,,,,
L0638001003,"Lumbar-sacral orthosis, sagittal-coronal control, with rigid anterior and",Lso sag-coronal panel custom38      A,,,C,D1F,P      0200601012006
L0638002004,"posterior frame/panels, posterior extends from sacrococcygeal junction to t-9",,,,,,
L0638003004,"vertebra, lateral strength provided by rigid lateral frame/panels, produces",,,,,,
L0638004004,"intracavitary pressure to reduce load on intervertebral discs, includes straps,",,,,,,
L0638005004,"closures, may include padding, shoulder straps, pendulous abdomen design,",,,,,,
L0638006004,custom fabricated,,,,,,
L0639001003,"Lumbar-sacral orthosis, sagittal-coronal control, rigid shell(s)/panel(s),",Lso s/c shell/panel prefab  38      A,,,C,D1F,P      0200601012014
L0639002004,"posterior extends from sacrococcygeal junction to t-9 vertebra, anterior",,,,,,
L0639003004,"extends from symphysis pubis to xyphoid, produces intracavitary pressure to",,,,,,
L0639004004,"reduce load on the intervertebral discs, overall strength is provided by",,,,,,
L0639005004,"overlapping rigid material and stabilizing closures, includes straps, closures,",,,,,,
L0639006004,"may include soft interface, pendulous abdomen design, prefabricated item that",,,,,,
L0639007004,"has been trimmed, bent, molded, assembled, or otherwise customized to fit a",,,,,,
L0639008004,specific patient by an individual with expertise,,,,,,
L0640001003,"Lumbar-sacral orthosis, sagittal-coronal control, rigid shell(s)/panel(s),",Lso s/c shell/panel custom  38      A,,,C,D1F,P      0200601012006
L0640002004,"posterior extends from sacrococcygeal junction to t-9 vertebra, anterior",,,,,,
L0640003004,"extends from symphysis pubis to xyphoid, produces intracavitary pressure to",,,,,,
L0640004004,"reduce load on the intervertebral discs, overall strength is provided by",,,,,,
L0640005004,"overlapping rigid material and stabilizing closures, includes straps, closures,",,,,,,
L0640006004,"may include soft interface, pendulous abdomen design, custom fabricated",,,,,,
L0641001003,"Lumbar orthosis, sagittal control, with rigid posterior panel(s), posterior",Lo rig pos pnl l1-l5 pre ots38      A,,,C,D1F,P      0201401012014
L0641002004,"extends from l-1 to below l-5 vertebra, produces intracavitary pressure to",,,,,,
L0641003004,"reduce load on the intervertebral discs, includes straps, closures, may include",,,,,,
L0641004004,"padding, stays, shoulder straps, pendulous abdomen design, prefabricated,",,,,,,
L0641005004,off-the-shelf,,,,,,
L0642001003,"Lumbar orthosis, sagittal control, with rigid anterior and posterior panels,",Lo sag ri an/pos pnl pre ots38      A,,,C,D1F,P      0201401012014
L0642002004,"posterior extends from l-1 to below l-5 vertebra, produces intracavitary",,,,,,
L0642003004,"pressure to reduce load on the intervertebral discs, includes straps, closures,",,,,,,
L0642004004,"may include padding, shoulder straps, pendulous abdomen design, prefabricated,",,,,,,
L0642005004,off-the-shelf,,,,,,
L0643001003,"Lumbar-sacral orthosis, sagittal control, with rigid posterior panel(s),",Lso sag ctr rigi pos pre ots38      A,,,C,D1F,P      0201401012014
L0643002004,"posterior extends from sacrococcygeal junction to t-9 vertebra, produces",,,,,,
L0643003004,"intracavitary pressure to reduce load on the intervertebral discs, includes",,,,,,
L0643004004,"straps, closures, may include padding, stays, shoulder straps, pendulous",,,,,,
L0643005004,"abdomen design, prefabricated, off-the-shelf",,,,,,
L0648001003,"Lumbar-sacral orthosis, sagittal control, with rigid anterior and posterior",Lso sag r an/pos pnl pre ots38      A,,,C,D1F,P      0201401012014
L0648002004,"panels, posterior extends from sacrococcygeal junction to t-9 vertebra,",,,,,,
L0648003004,"produces intracavitary pressure to reduce load on the intervertebral discs,",,,,,,
L0648004004,"includes straps, closures, may include padding, shoulder straps, pendulous",,,,,,
L0648005004,"abdomen design, prefabricated, off-the-shelf",,,,,,
L0649001003,"Lumbar-sacral orthosis, sagittal-coronal control, with rigid posterior",Lso sc r pos/lat pnl pre ots38      A,,,C,D1F,P      0201401012014
L0649002004,"frame/panel(s), posterior extends from sacrococcygeal junction to t-9 vertebra,",,,,,,
L0649003004,"lateral strength provided by rigid lateral frame/panels, produces intracavitary",,,,,,
L0649004004,"pressure to reduce load on intervertebral discs, includes straps, closures, may",,,,,,
L0649005004,"include padding, stays, shoulder straps, pendulous abdomen design,",,,,,,
L0649006004,"prefabricated, off-the-shelf",,,,,,
L0650001003,"Lumbar-sacral orthosis, sagittal-coronal control, with rigid anterior and",Lso sc r ant/pos pnl pre ots38      A,,,C,D1F,P      0201401012014
L0650002004,"posterior frame/panel(s), posterior extends from sacrococcygeal junction to t-9",,,,,,
L0650003004,"vertebra, lateral strength provided by rigid lateral frame/panel(s), produces",,,,,,
L0650004004,"intracavitary pressure to reduce load on intervertebral discs, includes straps,",,,,,,
L0650005004,"closures, may include padding, shoulder straps, pendulous abdomen design,",,,,,,
L0650006004,"prefabricated, off-the-shelf",,,,,,
L0651001003,"Lumbar-sacral orthosis, sagittal-coronal control, rigid shell(s)/panel(s),",Lso sag-co shell pnl pre ots38      A,,,C,D1F,P      0201401012014
L0651002004,"posterior extends from sacrococcygeal junction to t-9 vertebra, anterior",,,,,,
L0651003004,"extends from symphysis pubis to xyphoid, produces intracavitary pressure to",,,,,,
L0651004004,"reduce load on the intervertebral discs, overall strength is provided by",,,,,,
L0651005004,"overlapping rigid material and stabilizing closures, includes straps, closures,",,,,,,
L0651006004,"may include soft interface, pendulous abdomen design, prefabricated,",,,,,,
L0651007004,off-the-shelf,,,,,,
L0700001003,"Cervical-thoracic-lumbar-sacral-orthoses (ctlso), anterior-posterior-lateral",Ctlso a-p-l control molded  38      A,,,C,D1F,P      0198401011996
L0700002004,"control, molded to patient model, (minerva type)",,,,,,
L0710001003,"Ctlso, anterior-posterior-lateral-control, molded to patient model, with",Ctlso a-p-l control w/ inter38      A,,,C,D1F,P      0198401011996
L0710002004,"interface material, (minerva type)",,,,,,
L0720001003,"Cervical-thoracic-lumbar-sacral-orthoses (ctlso), anterior-posterior-lateral",Ctlso a-p-l control custom  38      A,,,C,D1F,P      0202504012025
L0720002004,"control, prefabricated item that has been trimmed, bent, molded, assembled, or",,,,,,
L0720003004,otherwise customized to fit a specific patient by an individual with expertise,,,,,,
L0810001003,"Halo procedure, cervical halo incorporated into jacket vest",Halo cervical into jckt vest38      A,,,C,D1F,P      0198601011986
L0820001003,"Halo procedure, cervical halo incorporated into plaster body jacket",Halo cervical into body jack38      A,,,C,D1F,P      0198601011986
L0830001003,"Halo procedure, cervical halo incorporated into milwaukee type orthosis",Halo cerv into milwaukee typ38      A,,,C,D1F,P      0198601011986
L0859001003,"Addition to halo procedure, magnetic resonance image compatible systems, rings",Mri compatible system       38      A,,,C,D1F,P      0200601012006
L0859002004,"and pins, any material",,,,,,
L0861001003,"Addition to halo procedure, replacement liner/interface material",Halo repl liner/interface   38      A,,,C,D1F,P      0200401012004
L0970001003,"Tlso, corset front",Tlso corset front           38      A,,,C,D1F,P      0198201011996
L0972001003,"Lso, corset front",Lso corset front            38      A,,,C,D1F,P      0198201011996
L0974001003,"Tlso, full corset",Tlso full corset            38      A,,,C,D1F,P      0198201011996
L0976001003,"Lso, full corset",Lso full corset             38      A,,,C,D1F,P      0198201011996
L0978001003,Axillary crutch extension,Axillary crutch extension   38      A,,,C,D1F,P      0198201011996
L0980001003,"Peroneal straps, prefabricated, off-the-shelf, pair",Peroneal straps pair pre ots38      A,,,C,D1F,P      0198601012014
L0982001003,"Stocking supporter grips, prefabricated, off-the-shelf, set of four (4)",Stocking sup grips 4 pre ots38      A,,,C,D1F,P      0198201012014
L0984001003,"Protective body sock, prefabricated, off-the-shelf, each",Protect body sock ea pre ots38      A,,,C,D1F,P      0199401012014
L0999001003,"Addition to spinal orthosis, not otherwise specified",Add to spinal orthosis nos  46      A,,,C,D1F,P      0199801011998
L1000001003,"Cervical-thoracic-lumbar-sacral orthosis (ctlso) (milwaukee), inclusive of",Ctlso milwauke initial model38      A,,,C,D1F,P      0198601011996
L1000002004,"furnishing initial orthosis, including model",,,,,,
L1001001003,"Cervical thoracic lumbar sacral orthosis, immobilizer, infant size,",Ctlso infant immobilizer    38      A,,,C,D1F,P      0200701012007
L1001002004,"prefabricated, includes fitting and adjustment",,,,,,
L1005001003,"Tension based scoliosis orthosis and accessory pads, includes fitting and",Tension based scoliosis orth38      A,,,C,D1F,P      0200201012002
L1005002004,adjustment,,,,,,
L1006001003,"Scoliosis orthosis, sagittal-coronal control provided by a rigid lateral frame,",Scoliosis orth sag/ cor     38      A,,,C,D1F,P      0202410012024
L1006002004,"extends from axilla to trochanter, includes all accessory pads, straps and",,,,,,
L1006003004,"interface, prefabricated item that has been trimmed, bent, molded, assembled,",,,,,,
L1006004004,or otherwise customized to fit a specific patient by an individual with,,,,,,
L1006005004,expertise,,,,,,
L1007001003,"Scoliosis orthosis, sagittal-coronal control provided by a rigid lateral frame,",Scoliosis orth s-c custom   46      A,,,C,D1F,P      0202510012025
L1007002004,"extends from axilla, to trochanter, includes all accessory pads, straps, and",,,,,,
L1007003004,"interface, custom fabricated",,,,,,
L1010001003,Addition to cervical-thoracic-lumbar-sacral orthosis (ctlso) or scoliosis,Ctlso axilla sling          38      A,,,C,D1F,P      0198601011996
L1010002004,"orthosis, axilla sling",,,,,,
L1020001003,"Addition to ctlso or scoliosis orthosis, kyphosis pad",Kyphosis pad                38      A,,,C,D1F,P      0198601011996
L1025001003,"Addition to ctlso or scoliosis orthosis, kyphosis pad, floating",Kyphosis pad floating       38      A,,,C,D1F,P      0198801011996
L1030001003,"Addition to ctlso or scoliosis orthosis, lumbar bolster pad",Lumbar bolster pad          38      A,,,C,D1F,P      0198601011996
L1040001003,"Addition to ctlso or scoliosis orthosis, lumbar or lumbar rib pad",Lumbar or lumbar rib pad    38      A,,,C,D1F,P      0198601011996
L1050001003,"Addition to ctlso or scoliosis orthosis, sternal pad",Sternal pad                 38      A,,,C,D1F,P      0198601011996
L1060001003,"Addition to ctlso or scoliosis orthosis, thoracic pad",Thoracic pad                38      A,,,C,D1F,P      0198601011996
L1070001003,"Addition to ctlso or scoliosis orthosis, trapezius sling",Trapezius sling             38      A,,,C,D1F,P      0198601011996
L1080001003,"Addition to ctlso or scoliosis orthosis, outrigger",Outrigger                   38      A,,,C,D1F,P      0198601011986
L1085001003,"Addition to ctlso or scoliosis orthosis, outrigger, bilateral with vertical",Outrigger bil w/ vert extens38      A,,,C,D1F,P      0198801011996
L1085002004,extensions,,,,,,
L1090001003,"Addition to ctlso or scoliosis orthosis, lumbar sling",Lumbar sling                38      A,,,C,D1F,P      0198601011996
L1100001003,"Addition to ctlso or scoliosis orthosis, ring flange, plastic or leather",Ring flange plastic/leather 38      A,,,C,D1F,P      0198601011996
L1110001003,"Addition to ctlso or scoliosis orthosis, ring flange, plastic or leather,",Ring flange plas/leather mol38      A,,,C,D1F,P      0198601011996
L1110002004,molded to patient model,,,,,,
L1120001003,"Addition to ctlso, scoliosis orthosis, cover for upright, each",Covers for upright each     38      A,,,C,D1F,P      0198601011996
L1200001003,"Thoracic-lumbar-sacral-orthosis (tlso), inclusive of furnishing initial",Furnsh initial orthosis only38      A,,,C,D1F,P      0198601011996
L1200002004,orthosis only,,,,,,
L1210001003,"Addition to tlso, (low profile), lateral thoracic extension",Lateral thoracic extension  38      A,,,C,D1F,P      0198601011996
L1220001003,"Addition to tlso, (low profile), anterior thoracic extension",Anterior thoracic extension 38      A,,,C,D1F,P      0198601011996
L1230001003,"Addition to tlso, (low profile), milwaukee type superstructure",Milwaukee type superstructur38      A,,,C,D1F,P      0198601011996
L1240001003,"Addition to tlso, (low profile), lumbar derotation pad",Lumbar derotation pad       38      A,,,C,D1F,P      0198801011996
L1250001003,"Addition to tlso, (low profile), anterior asis pad",Anterior asis pad           38      A,,,C,D1F,P      0198801011996
L1260001003,"Addition to tlso, (low profile), anterior thoracic derotation pad",Anterior thoracic derotation38      A,,,C,D1F,P      0198801011996
L1270001003,"Addition to tlso, (low profile), abdominal pad",Abdominal pad               38      A,,,C,D1F,P      0198801011996
L1280001003,"Addition to tlso, (low profile), rib gusset (elastic), each",Rib gusset (elastic) each   38      A,,,C,D1F,P      0198801011996
L1290001003,"Addition to tlso, (low profile), lateral trochanteric pad",Lateral trochanteric pad    38      A,,,C,D1F,P      0198801011996
L1300001003,"Other scoliosis procedure, body jacket molded to patient model",Body jacket mold to patient 38      A,,,C,D1F,P      0198601011996
L1310001003,"Other scoliosis procedure, post-operative body jacket",Post-operative body jacket  38      A,,,C,D1F,P      0198601011986
L1320001003,"Thoracic, pectus carinatum orthosis, sternal compression, rigid circumferential",Pectus carinatum ortho cust 46      A,,,C,D1F,P      0202404012024
L1320002004,"frame with anterior and posterior rigid pads, custom fabricated",,,,,,
L1499001003,"Spinal orthosis, not otherwise specified",Spinal orthosis nos         46      A,,,C,D1F,P      0198201011998
L1600001003,"Hip orthosis, abduction control of hip joints, flexible, frejka type with",Ho flex frejka w/cov pre cst38      A,,,C,D1F,P      0198601012014
